ID,0,1,2,3,4,5,C,X,Account Age,is_high_risk,cluster,Late 30 Days,Late 60 Days,Late 90 Days,Late 120 Days,Late 150 Days,Late More Than 150 Days,Completed Credit,No Credit,%hr
5008850,26,0,0,0,0,0,0,0,26,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008855,6,0,0,0,0,0,22,1,29,0,0,20.689655172413794,0.0,0.0,0.0,0.0,0.0,75.86206896551724,3.4482758620689653,0.0
5008857,0,0,0,0,0,0,0,28,28,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5008868,25,0,0,0,0,0,0,0,25,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008873,6,0,0,0,0,0,16,0,22,0,0,27.27272727272727,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0,0.0
5008874,6,0,0,0,0,0,40,0,46,0,0,13.043478260869565,0.0,0.0,0.0,0.0,0.0,86.95652173913044,0.0,0.0
5008875,9,0,0,0,0,0,31,0,40,0,0,22.5,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0
5008876,3,0,0,0,0,0,41,0,44,0,0,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,93.18181818181817,0.0,0.0
5008879,6,0,0,0,0,0,16,0,22,0,0,27.27272727272727,0.0,0.0,0.0,0.0,0.0,72.72727272727273,0.0,0.0
5008881,6,0,0,0,0,0,14,0,20,0,0,30.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
5008882,9,0,0,0,0,0,31,0,40,0,0,22.5,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0
5008884,4,0,0,0,0,0,23,14,41,0,0,9.75609756097561,0.0,0.0,0.0,0.0,0.0,56.09756097560976,34.146341463414636,0.0
5008893,0,0,0,0,0,0,37,0,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5008894,0,0,0,0,0,0,37,0,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5008895,0,0,0,0,0,0,35,0,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5008898,0,0,0,0,0,0,21,0,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5008900,0,0,0,0,0,0,21,0,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5008902,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008904,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008906,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008908,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008910,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008912,10,1,0,0,0,0,9,1,21,0,0,47.61904761904761,4.761904761904762,0.0,0.0,0.0,0.0,42.857142857142854,4.761904761904762,0.0
5008956,5,0,0,0,0,0,35,0,40,0,0,12.5,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0
5008957,5,0,0,0,0,0,35,0,40,0,0,12.5,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0
5008960,12,0,0,0,0,0,17,0,29,0,0,41.37931034482759,0.0,0.0,0.0,0.0,0.0,58.620689655172406,0.0,0.0
5008962,9,0,0,0,0,0,17,1,27,0,0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,62.96296296296296,3.7037037037037033,0.0
5008963,9,0,0,0,0,0,29,1,39,0,0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,74.35897435897436,2.564102564102564,0.0
5008975,19,2,0,0,0,0,0,1,22,0,1,86.36363636363636,9.090909090909092,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0
5008977,24,0,0,0,0,0,0,0,24,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008978,19,2,0,0,0,0,0,1,22,0,1,86.36363636363636,9.090909090909092,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0
5008979,8,0,0,0,0,0,30,0,38,0,0,21.052631578947366,0.0,0.0,0.0,0.0,0.0,78.94736842105263,0.0,0.0
5008980,18,0,0,0,0,0,33,0,51,0,0,35.294117647058826,0.0,0.0,0.0,0.0,0.0,64.70588235294117,0.0,0.0
5008984,0,0,0,0,0,0,3,56,59,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.084745762711865,94.91525423728814,0.0
5008991,26,0,0,0,0,0,0,3,29,0,1,89.65517241379311,0.0,0.0,0.0,0.0,0.0,0.0,10.344827586206897,0.0
5008994,17,0,0,0,0,0,0,3,20,0,1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
5009000,9,0,0,0,0,0,14,0,23,0,0,39.130434782608695,0.0,0.0,0.0,0.0,0.0,60.86956521739131,0.0,0.0
5009027,15,0,0,0,0,0,0,7,22,0,1,68.18181818181817,0.0,0.0,0.0,0.0,0.0,0.0,31.818181818181817,0.0
5009037,4,0,0,0,0,0,0,16,20,0,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
5009042,8,0,0,0,0,0,0,13,21,0,2,38.095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,61.904761904761905,0.0
5009051,22,1,0,0,0,0,20,0,43,0,0,51.162790697674424,2.3255813953488373,0.0,0.0,0.0,0.0,46.51162790697674,0.0,0.0
5009052,17,0,0,0,0,0,31,0,48,0,0,35.41666666666667,0.0,0.0,0.0,0.0,0.0,64.58333333333334,0.0,0.0
5009062,3,0,0,0,0,0,16,19,38,0,2,7.894736842105263,0.0,0.0,0.0,0.0,0.0,42.10526315789473,50.0,0.0
5009063,3,0,0,0,0,0,6,19,28,0,2,10.714285714285714,0.0,0.0,0.0,0.0,0.0,21.428571428571427,67.85714285714286,0.0
5009068,3,0,0,0,0,0,1,19,23,0,2,13.043478260869565,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,82.6086956521739,0.0
5009069,20,0,0,0,0,0,14,2,36,0,1,55.55555555555556,0.0,0.0,0.0,0.0,0.0,38.88888888888889,5.555555555555555,0.0
5009070,3,0,0,0,0,0,16,19,38,0,2,7.894736842105263,0.0,0.0,0.0,0.0,0.0,42.10526315789473,50.0,0.0
5009071,7,0,0,0,0,0,9,5,21,0,0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,42.857142857142854,23.809523809523807,0.0
5009072,7,0,0,0,0,0,12,5,24,0,0,29.166666666666668,0.0,0.0,0.0,0.0,0.0,50.0,20.833333333333336,0.0
5009074,23,0,0,0,0,0,0,0,23,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009075,23,0,0,0,0,0,0,1,24,0,1,95.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0
5009078,6,0,0,0,0,0,25,0,31,0,0,19.35483870967742,0.0,0.0,0.0,0.0,0.0,80.64516129032258,0.0,0.0
5009079,8,0,0,0,0,0,36,0,44,0,0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,81.81818181818183,0.0,0.0
5009083,0,0,0,0,0,0,39,9,48,0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,18.75,0.0
5009088,32,0,0,0,0,0,0,9,41,0,1,78.04878048780488,0.0,0.0,0.0,0.0,0.0,0.0,21.951219512195124,0.0
5009089,32,0,0,0,0,0,0,8,40,0,1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
5009096,4,0,0,0,0,0,20,1,25,0,0,16.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,0.0
5009099,10,0,0,0,0,0,0,19,29,0,2,34.48275862068966,0.0,0.0,0.0,0.0,0.0,0.0,65.51724137931035,0.0
5009100,10,0,0,0,0,0,0,18,28,0,2,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,64.28571428571429,0.0
5009103,7,0,0,0,0,0,30,2,39,0,0,17.94871794871795,0.0,0.0,0.0,0.0,0.0,76.92307692307693,5.128205128205128,0.0
5009104,0,0,0,0,0,0,0,28,28,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009105,0,0,0,0,0,0,0,31,31,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009106,0,0,0,0,0,0,0,61,61,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009109,10,0,0,0,0,0,11,0,21,0,0,47.61904761904761,0.0,0.0,0.0,0.0,0.0,52.38095238095239,0.0,0.0
5009141,8,0,0,0,0,0,26,0,34,0,0,23.52941176470588,0.0,0.0,0.0,0.0,0.0,76.47058823529412,0.0,0.0
5009145,4,0,0,0,0,0,32,0,36,0,0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,88.88888888888889,0.0,0.0
5009146,3,1,0,0,0,0,22,0,26,0,0,11.538461538461538,3.8461538461538463,0.0,0.0,0.0,0.0,84.61538461538461,0.0,0.0
5009151,4,0,0,0,0,0,25,1,30,0,0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,83.33333333333334,3.3333333333333335,0.0
5009152,4,0,0,0,0,0,43,1,48,0,0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,89.58333333333334,2.083333333333333,0.0
5009153,4,0,0,0,0,0,43,1,48,0,0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,89.58333333333334,2.083333333333333,0.0
5009154,4,0,0,0,0,0,24,1,29,0,0,13.793103448275861,0.0,0.0,0.0,0.0,0.0,82.75862068965517,3.4482758620689653,0.0
5009155,4,0,0,0,0,0,23,1,28,0,0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,82.14285714285714,3.571428571428571,0.0
5009157,4,0,0,0,0,0,43,1,48,0,0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,89.58333333333334,2.083333333333333,0.0
5009158,4,0,0,0,0,0,39,1,44,0,0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,88.63636363636364,2.272727272727273,0.0
5009160,4,0,0,0,0,0,17,1,22,0,0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,77.27272727272727,4.545454545454546,0.0
5009161,2,2,0,0,0,0,20,0,24,0,0,8.333333333333332,8.333333333333332,0.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0
5009162,4,0,0,0,0,0,43,1,48,0,0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,89.58333333333334,2.083333333333333,0.0
5009177,34,1,0,0,0,0,12,3,50,0,1,68.0,2.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0
5009178,31,1,0,0,0,0,0,3,35,0,1,88.57142857142857,2.857142857142857,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0
5009180,34,1,0,0,0,0,1,3,39,0,1,87.17948717948718,2.564102564102564,0.0,0.0,0.0,0.0,2.564102564102564,7.6923076923076925,0.0
5009182,6,0,0,0,0,0,29,0,35,0,0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,82.85714285714286,0.0,0.0
5009183,2,0,0,0,0,0,29,1,32,0,0,6.25,0.0,0.0,0.0,0.0,0.0,90.625,3.125,0.0
5009190,3,0,0,0,0,0,20,0,23,0,0,13.043478260869565,0.0,0.0,0.0,0.0,0.0,86.95652173913044,0.0,0.0
5009192,11,0,0,0,0,0,23,0,34,0,0,32.35294117647059,0.0,0.0,0.0,0.0,0.0,67.64705882352942,0.0,0.0
5009193,11,1,0,0,0,0,18,0,30,0,0,36.666666666666664,3.3333333333333335,0.0,0.0,0.0,0.0,60.0,0.0,0.0
5009198,17,0,0,0,0,0,29,0,46,0,0,36.95652173913043,0.0,0.0,0.0,0.0,0.0,63.04347826086957,0.0,0.0
5009203,0,0,0,0,0,0,0,21,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009206,12,0,0,0,0,0,5,5,22,0,1,54.54545454545454,0.0,0.0,0.0,0.0,0.0,22.727272727272727,22.727272727272727,0.0
5009207,21,0,0,0,0,0,0,1,22,0,1,95.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0
5009208,0,0,0,0,0,0,24,18,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285714285714,42.857142857142854,0.0
5009209,45,1,0,0,0,0,0,0,46,0,1,97.82608695652173,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009213,0,0,0,0,0,0,0,23,23,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009215,17,1,0,0,0,0,40,0,58,0,0,29.310344827586203,1.7241379310344827,0.0,0.0,0.0,0.0,68.96551724137932,0.0,0.0
5009220,7,0,0,0,0,0,21,0,28,0,0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
5009222,37,0,0,0,0,0,8,3,48,0,1,77.08333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,6.25,0.0
5009223,24,0,0,0,0,0,17,0,41,0,1,58.536585365853654,0.0,0.0,0.0,0.0,0.0,41.46341463414634,0.0,0.0
5009224,5,0,0,0,0,0,44,2,51,0,0,9.803921568627452,0.0,0.0,0.0,0.0,0.0,86.27450980392157,3.9215686274509802,0.0
5009225,0,0,0,0,0,0,0,28,28,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009226,44,0,0,0,0,0,4,0,48,0,1,91.66666666666666,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0
5009227,21,0,0,0,0,0,0,0,21,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009232,1,0,0,0,0,0,35,0,36,0,0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,97.22222222222221,0.0,0.0
5009233,37,0,0,0,0,0,8,3,48,0,1,77.08333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,6.25,0.0
5009236,30,0,0,0,0,0,0,1,31,0,1,96.7741935483871,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0
5009238,5,0,0,0,0,0,15,1,21,0,0,23.809523809523807,0.0,0.0,0.0,0.0,0.0,71.42857142857143,4.761904761904762,0.0
5009240,3,0,0,0,0,0,31,0,34,0,0,8.823529411764707,0.0,0.0,0.0,0.0,0.0,91.17647058823529,0.0,0.0
5009242,6,0,0,0,0,0,28,1,35,0,0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,80.0,2.857142857142857,0.0
5009249,4,0,0,0,0,0,23,0,27,0,0,14.814814814814813,0.0,0.0,0.0,0.0,0.0,85.18518518518519,0.0,0.0
5009251,4,0,0,0,0,0,23,0,27,0,0,14.814814814814813,0.0,0.0,0.0,0.0,0.0,85.18518518518519,0.0,0.0
5009253,4,0,0,0,0,0,19,0,23,0,0,17.391304347826086,0.0,0.0,0.0,0.0,0.0,82.6086956521739,0.0,0.0
5009260,4,0,0,0,0,0,16,0,20,0,0,20.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
5009261,3,1,0,0,0,0,18,0,22,0,0,13.636363636363635,4.545454545454546,0.0,0.0,0.0,0.0,81.81818181818183,0.0,0.0
5009265,10,0,0,0,0,0,26,0,36,0,0,27.77777777777778,0.0,0.0,0.0,0.0,0.0,72.22222222222221,0.0,0.0
5009268,6,0,0,0,0,0,21,0,27,0,0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,77.77777777777779,0.0,0.0
5009269,10,0,0,0,0,0,25,0,35,0,0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0
5009270,27,0,0,0,0,0,0,2,29,0,1,93.10344827586206,0.0,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0
5009271,17,0,0,0,0,0,0,13,30,0,1,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0
5009272,17,0,0,0,0,0,0,9,26,0,1,65.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,34.61538461538461,0.0
5009274,24,0,0,0,0,0,0,17,41,0,1,58.536585365853654,0.0,0.0,0.0,0.0,0.0,0.0,41.46341463414634,0.0
5009275,1,0,0,0,0,0,0,29,30,0,2,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,96.66666666666667,0.0
5009277,18,0,0,0,0,0,0,9,27,0,1,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
5009278,1,0,0,0,0,0,4,16,21,0,2,4.761904761904762,0.0,0.0,0.0,0.0,0.0,19.047619047619047,76.19047619047619,0.0
5009279,24,0,0,0,0,0,0,17,41,0,1,58.536585365853654,0.0,0.0,0.0,0.0,0.0,0.0,41.46341463414634,0.0
5009280,21,0,0,0,0,0,18,2,41,0,0,51.21951219512195,0.0,0.0,0.0,0.0,0.0,43.90243902439025,4.878048780487805,0.0
5009281,17,0,0,0,0,0,0,23,40,0,2,42.5,0.0,0.0,0.0,0.0,0.0,0.0,57.49999999999999,0.0
5009284,5,0,0,0,0,0,53,1,59,0,0,8.47457627118644,0.0,0.0,0.0,0.0,0.0,89.83050847457628,1.694915254237288,0.0
5009286,30,0,0,0,0,0,0,1,31,0,1,96.7741935483871,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0
5009287,24,0,0,0,0,0,0,1,25,0,1,96.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5009290,1,0,0,0,0,0,4,16,21,0,2,4.761904761904762,0.0,0.0,0.0,0.0,0.0,19.047619047619047,76.19047619047619,0.0
5009292,19,0,0,0,0,0,0,16,35,0,1,54.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,45.714285714285715,0.0
5009293,5,0,0,0,0,0,35,0,40,0,0,12.5,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0
5009294,0,0,0,0,0,0,26,5,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.87096774193549,16.129032258064516,0.0
5009295,7,0,0,0,0,0,21,6,34,0,0,20.588235294117645,0.0,0.0,0.0,0.0,0.0,61.76470588235294,17.647058823529413,0.0
5009297,15,1,0,0,0,0,0,7,23,0,1,65.21739130434783,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,30.434782608695656,0.0
5009299,31,1,0,0,0,0,0,2,34,0,1,91.17647058823529,2.941176470588235,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0
5009302,10,0,0,0,0,0,16,0,26,0,0,38.46153846153847,0.0,0.0,0.0,0.0,0.0,61.53846153846154,0.0,0.0
5009303,34,0,0,0,0,0,0,2,36,0,1,94.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0
5009304,5,0,0,0,0,0,6,24,35,0,2,14.285714285714285,0.0,0.0,0.0,0.0,0.0,17.142857142857142,68.57142857142857,0.0
5009306,21,0,0,0,0,0,0,7,28,0,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
5009307,16,0,0,0,0,0,12,0,28,0,1,57.14285714285714,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0
5009308,9,0,0,0,0,0,31,0,40,0,0,22.5,0.0,0.0,0.0,0.0,0.0,77.5,0.0,0.0
5009309,10,0,0,0,0,0,22,0,32,0,0,31.25,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0
5009310,16,0,0,0,0,0,21,0,37,0,0,43.24324324324324,0.0,0.0,0.0,0.0,0.0,56.75675675675676,0.0,0.0
5009311,11,0,0,0,0,0,10,7,28,0,1,39.285714285714285,0.0,0.0,0.0,0.0,0.0,35.714285714285715,25.0,0.0
5009312,7,0,0,0,0,0,16,2,25,0,0,28.000000000000004,0.0,0.0,0.0,0.0,0.0,64.0,8.0,0.0
5009316,16,0,0,0,0,0,5,0,21,0,1,76.19047619047619,0.0,0.0,0.0,0.0,0.0,23.809523809523807,0.0,0.0
5009319,10,0,0,0,0,0,28,0,38,0,0,26.31578947368421,0.0,0.0,0.0,0.0,0.0,73.68421052631578,0.0,0.0
5009340,18,0,0,0,0,0,17,0,35,0,0,51.42857142857142,0.0,0.0,0.0,0.0,0.0,48.57142857142857,0.0,0.0
5009341,18,0,0,0,0,0,17,0,35,0,0,51.42857142857142,0.0,0.0,0.0,0.0,0.0,48.57142857142857,0.0,0.0
5009342,25,0,0,0,0,0,0,4,29,0,1,86.20689655172413,0.0,0.0,0.0,0.0,0.0,0.0,13.793103448275861,0.0
5009343,18,0,0,0,0,0,11,0,29,0,1,62.06896551724138,0.0,0.0,0.0,0.0,0.0,37.93103448275862,0.0,0.0
5009345,18,0,0,0,0,0,6,0,24,0,1,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
5009349,11,0,0,0,0,0,0,20,31,0,2,35.483870967741936,0.0,0.0,0.0,0.0,0.0,0.0,64.51612903225806,0.0
5009355,25,0,0,0,0,0,0,1,26,0,1,96.15384615384616,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0
5009358,0,0,0,0,0,0,0,26,26,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009361,4,0,0,0,0,0,17,0,21,0,0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,80.95238095238095,0.0,0.0
5009365,14,0,0,0,0,0,5,1,20,0,1,70.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0
5009366,9,1,0,0,0,0,49,0,59,0,0,15.254237288135593,1.694915254237288,0.0,0.0,0.0,0.0,83.05084745762711,0.0,0.0
5009367,43,0,0,0,0,0,1,0,44,0,1,97.72727272727273,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0
5009378,6,0,0,0,0,0,34,0,40,0,0,15.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
5009383,23,0,0,0,0,0,7,1,31,0,1,74.19354838709677,0.0,0.0,0.0,0.0,0.0,22.58064516129032,3.225806451612903,0.0
5009384,23,0,0,0,0,0,10,1,34,0,1,67.64705882352942,0.0,0.0,0.0,0.0,0.0,29.411764705882355,2.941176470588235,0.0
5009391,32,1,0,0,0,0,0,2,35,0,1,91.42857142857143,2.857142857142857,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0
5009392,19,0,0,0,0,0,0,17,36,0,1,52.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,47.22222222222222,0.0
5009393,3,0,0,0,0,0,28,1,32,0,0,9.375,0.0,0.0,0.0,0.0,0.0,87.5,3.125,0.0
5009396,4,0,0,0,0,0,52,0,56,0,0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,92.85714285714286,0.0,0.0
5009397,4,0,0,0,0,0,55,0,59,0,0,6.779661016949152,0.0,0.0,0.0,0.0,0.0,93.22033898305084,0.0,0.0
5009398,16,0,0,0,0,0,18,0,34,0,0,47.05882352941176,0.0,0.0,0.0,0.0,0.0,52.94117647058824,0.0,0.0
5009399,4,0,0,0,0,0,55,0,59,0,0,6.779661016949152,0.0,0.0,0.0,0.0,0.0,93.22033898305084,0.0,0.0
5009400,4,0,0,0,0,0,47,0,51,0,0,7.8431372549019605,0.0,0.0,0.0,0.0,0.0,92.15686274509804,0.0,0.0
5009401,4,0,0,0,0,0,53,0,57,0,0,7.017543859649122,0.0,0.0,0.0,0.0,0.0,92.98245614035088,0.0,0.0
5009403,12,0,0,0,0,0,31,2,45,0,0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,68.88888888888889,4.444444444444445,0.0
5009405,0,0,0,0,0,0,0,21,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009406,0,0,0,0,0,0,0,21,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009408,12,0,0,0,0,0,0,26,38,0,2,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,68.42105263157895,0.0
5009410,0,0,0,0,0,0,0,42,42,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5009424,6,1,0,0,0,0,20,0,27,0,0,22.22222222222222,3.7037037037037033,0.0,0.0,0.0,0.0,74.07407407407408,0.0,0.0
5009435,10,0,0,0,0,0,14,0,24,0,0,41.66666666666667,0.0,0.0,0.0,0.0,0.0,58.333333333333336,0.0,0.0
5009450,6,0,0,0,0,0,17,0,23,0,0,26.08695652173913,0.0,0.0,0.0,0.0,0.0,73.91304347826086,0.0,0.0
5009451,5,0,0,0,0,0,18,0,23,0,0,21.73913043478261,0.0,0.0,0.0,0.0,0.0,78.26086956521739,0.0,0.0
5009452,5,0,0,0,0,0,18,0,23,0,0,21.73913043478261,0.0,0.0,0.0,0.0,0.0,78.26086956521739,0.0,0.0
5009454,5,0,0,0,0,0,39,0,44,0,0,11.363636363636363,0.0,0.0,0.0,0.0,0.0,88.63636363636364,0.0,0.0
5009455,3,0,0,0,0,0,17,3,23,0,0,13.043478260869565,0.0,0.0,0.0,0.0,0.0,73.91304347826086,13.043478260869565,0.0
5009456,7,0,0,0,0,0,50,3,60,0,0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,83.33333333333334,5.0,0.0
5009457,12,0,0,0,0,0,10,0,22,0,1,54.54545454545454,0.0,0.0,0.0,0.0,0.0,45.45454545454545,0.0,0.0
